timestamp,temperature
20200105T1100,2.9605286
20200105T1200,3.8505285
20200105T1300,4.5205283
20200105T1400,6.0305285
20200105T1500,6.7705283
20200105T1600,7.1005287
20200105T1700,6.8105288
20200105T1800,5.9905286
20200105T1900,4.790529
20200105T2000,2.3905284
20200105T2100,1.2305287
20200105T2200,0.85052866
20200105T2300,0.6305287
20200106T0000,0.48052865
20200106T0100,0.54052866
20200106T0200,0.55052865
20200106T0300,0.5105286
20200106T0400,0.33052868
20200106T0500,0.48052865
20200106T0600,0.72052866
20200106T0700,0.8205287
20200106T0800,-0.42947134
20200106T0900,-0.82947135
20200106T1000,-0.34947133
20200106T1100,1.5205287
20200106T1200,2.9305286
20200106T1300,4.040529
20200106T1400,6.040529
20200106T1500,7.5005283
20200106T1600,8.080529
20200106T1700,7.8605285
20200106T1800,6.8005285
20200106T1900,5.6005287
20200106T2000,5.0105286
20200106T2100,3.7205286
20200106T2200,2.3205285
20200106T2300,3.2205286
20200107T0000,4.3405285
20200107T0100,4.3005285
20200107T0200,3.8605285
20200107T0300,2.7905285
20200107T0400,2.7405286
20200107T0500,4.3705287
20200107T0600,5.5905285
20200107T0700,5.7505283
20200107T0800,4.1405287
20200107T0900,3.7205286
20200107T1000,4.1605287
20200107T1100,5.1905284
20200107T1200,6.040529
20200107T1300,6.3705287
20200107T1400,7.4505286
20200107T1500,7.6705284
20200107T1600,7.6905284
20200107T1700,7.3905287
20200107T1800,6.8605285
20200107T1900,6.5005283
20200107T2000,6.0905285
20200107T2100,5.7505283
20200107T2200,5.8305287
20200107T2300,5.6205287
20200108T0000,4.4005284
20200108T0100,3.5205286
20200108T0200,3.1005285
20200108T0300,2.8405285
20200108T0400,2.6205285
20200108T0500,2.3705285
20200108T0600,2.1705287
20200108T0700,2.3205285
20200108T0800,1.7205287
20200108T0900,1.4605286
20200108T1000,1.7505287
20200108T1100,3.2905285
20200108T1200,6.0105286
20200108T1300,8.480529
20200108T1400,7.3605285
20200108T1500,8.310529
20200108T1600,8.630529
20200108T1700,8.460529
20200108T1800,8.200529
20200108T1900,8.590529
20200108T2000,7.8205285
20200108T2100,7.5605288
20200108T2200,8.340529
20200108T2300,8.750529
20200109T0000,8.950529
20200109T0100,9.250529
20200109T0200,9.490529
20200109T0300,9.630529
20200109T0400,9.710529
20200109T0500,9.650529
20200109T0600,9.810529
20200109T0700,9.740529
20200109T0800,9.840529
20200109T0900,9.910529
20200109T1000,9.870529
20200109T1100,9.730529
20200109T1200,10.810529
20200109T1300,12.440529
20200109T1400,12.420529
20200109T1500,13.200529
20200109T1600,12.770529
20200109T1700,12.270529
20200109T1800,11.960529
20200109T1900,9.940529
20200109T2000,9.530529
20200109T2100,9.510529
20200109T2200,9.660529
20200109T2300,9.0505295
20200110T0000,8.990529
20200110T0100,8.8005295
20200110T0200,9.230529
20200110T0300,8.850529
20200110T0400,7.9305286
20200110T0500,7.790529
20200110T0600,7.5705285
20200110T0700,6.9105287
20200110T0800,6.1705284
20200110T0900,5.540529
20200110T1000,6.0805287
20200110T1100,8.3005295
20200110T1200,9.510529
20200110T1300,9.980529
20200110T1400,11.010529
20200110T1500,10.920529
20200110T1600,10.790529
20200110T1700,10.070529
20200110T1800,9.330529
20200110T1900,8.210529
20200110T2000,7.1505284
20200110T2100,7.3105288
20200110T2200,7.1305285
20200110T2300,6.7505283
20200111T0000,6.1505284
20200111T0100,5.5505285
20200111T0200,5.5305285
20200111T0300,5.5505285
20200111T0400,5.3605285
20200111T0500,4.9505286
20200111T0600,4.7005286
20200111T0700,4.5705285
20200111T0800,4.4105287
20200111T0900,4.1805286
20200111T1000,4.2205286
20200111T1100,4.7705283
20200111T1200,5.3105288
20200111T1300,5.7505283
20200111T1400,7.5505285
20200111T1500,8.080529
20200111T1600,8.280529
20200111T1700,8.100529
20200111T1800,7.4405284
20200111T1900,6.5505285
20200111T2000,5.3105288
20200111T2100,4.4705286
20200111T2200,3.7905285
20200111T2300,3.1805286
20200112T0000,2.6905286
20200112T0100,2.1705287
20200112T0200,1.7705287
20200112T0300,1.8205286
20200112T0400,1.9105287
20200112T0500,1.5305287
20200112T0600,1.4005287
20200112T0700,1.7805287
20200112T0800,2.0505285
20200112T0900,1.9305286
20200112T1000,1.7805287
20200112T1100,2.4805286
20200112T1200,3.3505285
20200112T1300,4.0505285
20200112T1400,5.1105285
20200112T1500,6.4705286
20200112T1600,7.4205284
20200112T1700,7.6405287
20200112T1800,7.040529
20200112T1900,6.6205287
20200112T2000,6.3605285
20200112T2100,5.3205285
20200112T2200,4.4505286
20200112T2300,4.1105285
20200113T0000,3.5705285
20200113T0100,3.3705285
20200113T0200,3.2605286
20200113T0300,3.4905286
20200113T0400,3.9705286
20200113T0500,4.2105284
20200113T0600,4.4805284
20200113T0700,4.7705283
20200113T0800,4.8205285
20200113T0900,4.5105286
20200113T1000,4.290529
20200113T1100,5.3705287
20200113T1200,6.9705286
20200113T1300,8.100529
20200113T1400,9.090529
20200113T1500,9.820529
20200113T1600,10.180529
20200113T1700,10.290529
20200113T1800,10.100529
20200113T1900,8.690529
20200113T2000,7.0805287
20200113T2100,5.9105287
20200113T2200,5.8005285
20200113T2300,6.3805285
20200114T0000,6.3205285
20200114T0100,7.0105286
20200114T0200,6.3705287
20200114T0300,6.1805286
20200114T0400,6.0905285
20200114T0500,6.5105286
20200114T0600,7.3705287
20200114T0700,7.1805286
20200114T0800,5.9705286
20200114T0900,5.540529
20200114T1000,5.8505287
20200114T1100,6.8505287
20200114T1200,7.9605284
20200114T1300,10.580529
20200114T1400,12.080529
20200114T1500,13.280529
20200114T1600,13.410529
20200114T1700,12.460529
20200114T1800,11.250529
20200114T1900,10.500529
20200114T2000,9.960529
20200114T2100,9.590529
20200114T2200,9.830529
20200114T2300,9.040529
20200115T0000,7.8605285
20200115T0100,7.7705283
20200115T0200,7.3205285
20200115T0300,6.7105284
20200115T0400,5.8705287
20200115T0500,5.3605285
20200115T0600,5.1605287
20200115T0700,4.9505286
20200115T0800,4.7305284
20200115T0900,4.5905285
20200115T1000,4.5605288
20200115T1100,4.7105284
20200115T1200,6.4905286
20200115T1300,8.970529
20200115T1400,9.290529
20200115T1500,11.860529
20200115T1600,13.3005295
20200115T1700,12.210529
20200115T1800,10.040529
20200115T1900,8.5505295
20200115T2000,8.490529
20200115T2100,8.420529
20200115T2200,7.9905286
20200115T2300,8.0505295
20200116T0000,7.8105288
20200116T0100,7.790529
20200116T0200,7.3805285
20200116T0300,6.8505287
20200116T0400,6.4005284
20200116T0500,5.9705286
20200116T0600,6.6305285
20200116T0700,6.3405285
20200116T0800,5.1205287
20200116T0900,4.9705286
20200116T1000,4.9505286
20200116T1100,6.4805284
20200116T1200,8.230529
20200116T1300,10.0505295
20200116T1400,11.740529
20200116T1500,12.480529
20200116T1600,13.0505295
20200116T1700,12.640529
20200116T1800,11.520529
20200116T1900,9.880529
20200116T2000,7.7705283
20200116T2100,6.2705283
20200116T2200,5.3105288
20200116T2300,5.1805286
20200117T0000,5.2405286
20200117T0100,5.1105285
20200117T0200,4.7505283
20200117T0300,4.8705287
20200117T0400,5.2005286
20200117T0500,4.7105284
20200117T0600,4.6905284
20200117T0700,4.2405286
20200117T0800,4.2305284
20200117T0900,3.7705286
20200117T1000,3.8305285
20200117T1100,4.9505286
20200117T1200,7.2205286
20200117T1300,9.160529
20200117T1400,8.510529
20200117T1500,8.510529
20200117T1600,7.290529
20200117T1700,7.1905284
20200117T1800,6.9805284
20200117T1900,6.5105286
20200117T2000,6.7005286
20200117T2100,7.3605285
20200117T2200,6.1505284
20200117T2300,5.4405284
20200118T0000,4.7705283
20200118T0100,4.3505287
20200118T0200,4.000529
20200118T0300,3.7705286
20200118T0400,3.2805285
20200118T0500,3.0105286
20200118T0600,2.6405284
20200118T0700,2.2405286
20200118T0800,2.0605285
20200118T0900,2.4105287
20200118T1000,3.0505285
20200118T1100,4.4505286
20200118T1200,5.3905287
20200118T1300,5.4605284
20200118T1400,6.2705283
20200118T1500,6.4605284
20200118T1600,6.6305285
20200118T1700,6.1705284
20200118T1800,5.1005287
20200118T1900,4.0905285
20200118T2000,3.3505285
20200118T2100,2.9805286
20200118T2200,2.7205286
20200118T2300,2.2705286
20200119T0000,2.0605285
20200119T0100,1.8705287
20200119T0200,1.4005287
20200119T0300,0.7705287
20200119T0400,-0.33947134
20200119T0500,-0.5394713
20200119T0600,-0.40947133
20200119T0700,-0.32947135
20200119T0800,-0.41947132
20200119T0900,-0.52947134
20200119T1000,-0.27947134
20200119T1100,-0.039471343
20200119T1200,0.41052866
20200119T1300,1.4105287
20200119T1400,3.9005284
20200119T1500,5.0205283
20200119T1600,4.8605285
20200119T1700,4.7605286
20200119T1800,3.4505286
20200119T1900,1.9005287
20200119T2000,1.2005286
20200119T2100,0.66052866
20200119T2200,0.16052866
20200119T2300,-0.04947134
20200120T0000,-0.28947133
20200120T0100,-0.59947133
20200120T0200,-0.9994713
20200120T0300,-1.5094713
20200120T0400,-1.9094714
20200120T0500,-1.0294713
20200120T0600,-1.1694714
20200120T0700,-0.57947135
20200120T0800,-0.64947134
20200120T0900,-0.09947134
20200120T1000,0.50052863
20200120T1100,2.4505286
20200120T1200,3.3305285
20200120T1300,4.5205283
20200120T1400,5.3705287
20200120T1500,6.0305285
20200120T1600,6.1005287
20200120T1700,5.6005287
20200120T1800,4.4205284
20200120T1900,3.1205285
20200120T2000,2.3605285
20200120T2100,2.0905285
20200120T2200,2.0605285
20200120T2300,1.2405287
20200121T0000,0.45052865
20200121T0100,-0.7394713
20200121T0200,-1.3494713
20200121T0300,-0.9194713
20200121T0400,-1.5894713
20200121T0500,-1.4094714
20200121T0600,-1.2294713
20200121T0700,-1.1494713
20200121T0800,-1.3594713
20200121T0900,-1.6494713
20200121T1000,-1.4394714
20200121T1100,0.7505287
20200121T1200,2.6305285
20200121T1300,4.0605288
20200121T1400,4.1905284
20200121T1500,5.1305285
20200121T1600,5.6105285
20200121T1700,4.8005285
20200121T1800,3.1405284
20200121T1900,2.3705285
20200121T2000,1.5805286
20200121T2100,1.1005287
20200121T2200,0.16052866
20200121T2300,-0.19947135
20200122T0000,-0.12947133
20200122T0100,0.30052868
20200122T0200,0.38052866
20200122T0300,0.08052866
20200122T0400,-0.62947136
20200122T0500,-0.81947136
20200122T0600,-1.6294713
20200122T0700,-1.7694713
20200122T0800,-1.7894714
20200122T0900,-2.0194714
20200122T1000,-1.9594713
20200122T1100,-1.1094713
20200122T1200,0.030528657
20200122T1300,1.1805286
20200122T1400,2.8805285
20200122T1500,4.0705285
20200122T1600,5.2805285
20200122T1700,5.6505284
20200122T1800,4.1005287
20200122T1900,2.9605286
20200122T2000,2.1105285
20200122T2100,1.0905286
20200122T2200,0.0005286578
20200122T2300,-0.09947134
20200123T0000,0.32052866
20200123T0100,0.23052865
20200123T0200,-0.10947134
20200123T0300,-0.83947134
20200123T0400,-1.3694713
20200123T0500,-1.3994713
20200123T0600,-1.2694713
20200123T0700,-1.2894714
20200123T0800,-1.1794714
20200123T0900,-1.3294713
20200123T1000,-0.9994713
20200123T1100,-0.11947135
20200123T1200,1.0805286
20200123T1300,2.7405286
20200123T1400,3.1005285
20200123T1500,3.5905285
20200123T1600,4.3405285
20200123T1700,4.3905287
20200123T1800,3.3405285
20200123T1900,2.4005284
20200123T2000,1.5205287
20200123T2100,1.4805287
20200123T2200,1.4605286
20200123T2300,1.4405286
20200124T0000,1.6905286
20200124T0100,2.1205285
20200124T0200,2.3905284
20200124T0300,2.9105287
20200124T0400,3.1805286
20200124T0500,2.9805286
20200124T0600,3.6205285
20200124T0700,3.9305286
20200124T0800,4.2205286
20200124T0900,4.6605287
20200124T1000,5.1505284
20200124T1100,5.7705283
20200124T1200,6.0105286
20200124T1300,7.290529
20200124T1400,8.090529
20200124T1500,9.400529
20200124T1600,10.490529
20200124T1700,10.810529
20200124T1800,10.580529
20200124T1900,10.020529
20200124T2000,10.010529
20200124T2100,9.620529
20200124T2200,9.220529
20200124T2300,9.060529
20200125T0000,8.900529
20200125T0100,8.390529
20200125T0200,8.230529
20200125T0300,8.210529
20200125T0400,7.9805284
20200125T0500,7.790529
20200125T0600,7.5705285
20200125T0700,7.5505285
20200125T0800,7.4905286
20200125T0900,7.2305284
20200125T1000,6.9605284
20200125T1100,7.3905287
20200125T1200,9.440529
20200125T1300,10.770529
20200125T1400,8.170529
20200125T1500,9.310529
20200125T1600,9.920529
20200125T1700,9.990529
20200125T1800,9.560529
20200125T1900,9.070529
20200125T2000,7.7705283
20200125T2100,6.2705283
20200125T2200,5.4605284
20200125T2300,5.2705283
20200126T0000,5.0705285
20200126T0100,4.9705286
20200126T0200,5.040529
20200126T0300,4.9205284
20200126T0400,4.3305287
20200126T0500,3.7905285
20200126T0600,3.6505284
20200126T0700,3.7205286
20200126T0800,3.7605286
20200126T0900,3.2405286
20200126T1000,3.2705286
20200126T1100,4.0805287
20200126T1200,6.7205286
20200126T1300,9.260529
20200126T1400,9.640529
20200126T1500,11.030529
20200126T1600,11.320529
20200126T1700,11.230529
20200126T1800,10.710529
20200126T1900,10.380529
20200126T2000,9.200529
20200126T2100,8.040529
20200126T2200,7.5805287
20200126T2300,7.2005286
20200127T0000,5.3305287
20200127T0100,5.9505286
20200127T0200,6.7805285
20200127T0300,6.5105286
20200127T0400,7.0005283
20200127T0500,7.2405286
20200127T0600,6.1005287
20200127T0700,5.5805287
20200127T0800,5.4405284
20200127T0900,5.3505287
20200127T1000,5.3205285
20200127T1100,7.5505285
20200127T1200,10.260529
20200127T1300,11.600529
20200127T1400,12.710529
20200127T1500,12.750529
20200127T1600,11.470529
20200127T1700,11.320529
20200127T1800,10.350529
20200127T1900,9.560529
20200127T2000,9.590529
20200127T2100,9.560529
20200127T2200,8.690529
20200127T2300,8.380529
20200128T0000,8.280529
20200128T0100,7.9005284
20200128T0200,7.3805285
20200128T0300,7.790529
20200128T0400,8.090529
20200128T0500,8.010529
20200128T0600,8.000528
20200128T0700,7.290529
20200128T0800,7.0905285
20200128T0900,7.1405287
20200128T1000,6.9805284
20200128T1100,7.0605288
20200128T1200,5.7305284
20200128T1300,3.8905284
20200128T1400,6.2505283
20200128T1500,5.6105285
20200128T1600,6.0605288
20200128T1700,5.9205284
20200128T1800,4.540529
20200128T1900,4.2505283
20200128T2000,4.5605288
20200128T2100,3.9205287
20200128T2200,3.9305286
20200128T2300,4.540529
20200129T0000,4.5105286
20200129T0100,4.6205287
20200129T0200,4.7405286
20200129T0300,4.5105286
20200129T0400,4.5505285
20200129T0500,3.4305286
20200129T0600,2.8105285
20200129T0700,3.1505284
20200129T0800,3.4205287
20200129T0900,3.2705286
20200129T1000,3.8705285
20200129T1100,4.4805284
20200129T1200,4.8605285
20200129T1300,5.5205283
20200129T1400,7.4205284
20200129T1500,7.4005284
20200129T1600,7.3705287
20200129T1700,7.2605286
20200129T1800,6.8905287
20200129T1900,6.0505285
20200129T2000,5.7305284
20200129T2100,5.5005283
20200129T2200,5.290529
20200129T2300,4.9205284
20200130T0000,4.9505286
20200130T0100,4.9005284
20200130T0200,5.1205287
20200130T0300,4.9005284
20200130T0400,4.5805287
20200130T0500,3.5305285
20200130T0600,2.0705285
20200130T0700,2.2305286
20200130T0800,2.9305286
20200130T0900,2.6605287
20200130T1000,2.5105286
20200130T1100,4.7805285
20200130T1200,8.460529
20200130T1300,11.240529
20200130T1400,10.730529
20200130T1500,12.480529
20200130T1600,13.190529
20200130T1700,14.090529
20200130T1800,10.860529
20200130T1900,9.3005295
20200130T2000,9.640529
20200130T2100,10.520529
20200130T2200,11.190529
20200130T2300,11.400529
20200131T0000,11.400529
20200131T0100,11.570529
20200131T0200,11.610529
20200131T0300,11.790529
20200131T0400,11.450529
20200131T0500,11.020529
20200131T0600,10.810529
20200131T0700,10.5505295
20200131T0800,10.210529
20200131T0900,9.910529
20200131T1000,10.650529
20200131T1100,12.590529
20200131T1200,14.030529
20200131T1300,14.920529
20200131T1400,14.810529
20200131T1500,15.120529
20200131T1600,15.440529
20200131T1700,15.320529
20200131T1800,14.210529
20200131T1900,12.840529
20200131T2000,11.420529
20200131T2100,10.3005295
20200131T2200,9.850529
20200131T2300,9.200529
20200201T0000,9.350529
20200201T0100,10.220529
20200201T0200,8.230529
20200201T0300,7.5505285
20200201T0400,7.2805285
20200201T0500,9.290529
20200201T0600,10.260529
20200201T0700,8.440529
20200201T0800,7.4605284
20200201T0900,7.5505285
20200201T1000,8.660529
20200201T1100,11.880529
20200201T1200,13.110529
20200201T1300,13.150529
20200201T1400,15.0505295
20200201T1500,13.8005295
20200201T1600,13.650529
20200201T1700,13.080529
20200201T1800,12.490529
20200201T1900,11.970529
20200201T2000,11.250529
20200201T2100,10.730529
20200201T2200,10.510529
20200201T2300,10.240529
20200202T0000,10.090529
20200202T0100,9.860529
20200202T0200,9.760529
20200202T0300,9.700529
20200202T0400,9.650529
20200202T0500,9.090529
20200202T0600,9.220529
20200202T0700,9.290529
20200202T0800,9.780529
20200202T0900,9.990529
20200202T1000,10.8005295
20200202T1100,11.880529
20200202T1200,11.670529
20200202T1300,11.480529
20200202T1400,14.420529
20200202T1500,15.110529
20200202T1600,15.490529
20200202T1700,15.420529
20200202T1800,15.070529
20200202T1900,14.530529
20200202T2000,14.340529
20200202T2100,14.290529
20200202T2200,14.230529
20200202T2300,14.080529
20200203T0000,14.640529
20200203T0100,14.790529
20200203T0200,14.700529
20200203T0300,13.950529
20200203T0400,13.070529
20200203T0500,12.820529
20200203T0600,12.500529
20200203T0700,12.240529
20200203T0800,11.540529
20200203T0900,11.390529
20200203T1000,11.380529
20200203T1100,11.380529
20200203T1200,12.110529
20200203T1300,12.0505295
20200203T1400,14.600529
20200203T1500,14.470529
20200203T1600,14.910529
20200203T1700,15.100529
20200203T1800,14.470529
20200203T1900,13.500529
20200203T2000,13.140529
20200203T2100,12.8005295
20200203T2200,12.920529
20200203T2300,13.560529
20200204T0000,14.410529
20200204T0100,14.390529
20200204T0200,14.140529
20200204T0300,13.870529
20200204T0400,11.5505295
20200204T0500,7.3505287
20200204T0600,6.1105285
20200204T0700,5.6305285
20200204T0800,5.5105286
20200204T0900,4.1105285
20200204T1000,4.2505283
20200204T1100,4.5105286
20200204T1200,4.3705287
20200204T1300,5.0205283
20200204T1400,4.8905287
20200204T1500,4.9005284
20200204T1600,4.4605284
20200204T1700,4.7405286
20200204T1800,4.4605284
20200204T1900,3.9505286
20200204T2000,3.7105286
20200204T2100,3.6105285
20200204T2200,3.4505286
20200204T2300,3.4005284
20200205T0000,3.2705286
20200205T0100,3.1705287
20200205T0200,3.3105285
20200205T0300,3.2905285
20200205T0400,3.2005286
20200205T0500,2.9905286
20200205T0600,2.0605285
20200205T0700,0.46052867
20200205T0800,0.66052866
20200205T0900,0.68052864
20200205T1000,1.4805287
20200205T1100,2.2705286
20200205T1200,2.6105285
20200205T1300,3.2305286
20200205T1400,5.1905284
20200205T1500,5.4905286
20200205T1600,5.5305285
20200205T1700,5.2705283
20200205T1800,4.8405285
20200205T1900,4.3405285
20200205T2000,4.0105286
20200205T2100,2.3705285
20200205T2200,0.61052865
20200205T2300,-0.039471343
20200206T0000,-0.16947135
20200206T0100,-0.50947136
20200206T0200,-0.70947134
20200206T0300,-0.50947136
20200206T0400,0.040528655
20200206T0500,0.14052865
20200206T0600,-0.009471342
20200206T0700,-0.40947133
20200206T0800,-0.47947133
20200206T0900,-0.33947134
20200206T1000,1.0805286
20200206T1100,2.7805285
20200206T1200,4.2605286
20200206T1300,5.8405285
20200206T1400,7.6905284
20200206T1500,7.7705283
20200206T1600,8.200529
20200206T1700,8.330529
20200206T1800,7.6705284
20200206T1900,6.5305285
20200206T2000,5.6205287
20200206T2100,4.9305286
20200206T2200,4.5705285
20200206T2300,4.1105285
20200207T0000,3.3605285
20200207T0100,2.2905285
20200207T0200,1.4205287
20200207T0300,0.47052866
20200207T0400,-0.50947136
20200207T0500,-1.0194713
20200207T0600,-0.95947134
20200207T0700,-0.96947134
20200207T0800,-0.9794713
20200207T0900,-0.69947135
20200207T1000,0.7105287
20200207T1100,3.3705285
20200207T1200,5.7205286
20200207T1300,6.9805284
20200207T1400,8.370529
20200207T1500,9.480529
20200207T1600,10.060529
20200207T1700,9.990529
20200207T1800,9.110529
20200207T1900,7.5505285
20200207T2000,4.6405287
20200207T2100,3.4005284
20200207T2200,2.6005285
20200207T2300,2.2605286
20200208T0000,1.6805286
20200208T0100,1.7305287
20200208T0200,2.1105285
20200208T0300,2.2405286
20200208T0400,2.4005284
20200208T0500,2.6005285
20200208T0600,3.0605285
20200208T0700,2.7405286
20200208T0800,1.7405287
20200208T0900,1.0805286
20200208T1000,1.4705287
20200208T1100,3.6905286
20200208T1200,6.0805287
20200208T1300,8.260529
20200208T1400,9.720529
20200208T1500,10.640529
20200208T1600,11.250529
20200208T1700,11.810529
20200208T1800,11.380529
20200208T1900,10.440529
20200208T2000,7.6205287
20200208T2100,5.3805285
20200208T2200,4.4905286
20200208T2300,5.9805284
20200209T0000,6.0505285
20200209T0100,5.5505285
20200209T0200,5.540529
20200209T0300,5.3905287
20200209T0400,5.3105288
20200209T0500,5.0105286
20200209T0600,5.3405285
20200209T0700,4.8805285
20200209T0800,4.4505286
20200209T0900,4.0805287
20200209T1000,4.6105285
20200209T1100,6.5105286
20200209T1200,10.780529
20200209T1300,12.110529
20200209T1400,12.060529
20200209T1500,12.310529
20200209T1600,12.100529
20200209T1700,11.8005295
20200209T1800,11.140529
20200209T1900,10.850529
20200209T2000,10.670529
20200209T2100,10.580529
20200209T2200,10.440529
20200209T2300,10.130529
20200210T0000,9.960529
20200210T0100,9.880529
20200210T0200,9.950529
20200210T0300,9.960529
20200210T0400,10.980529
20200210T0500,11.760529
20200210T0600,11.210529
20200210T0700,10.510529
20200210T0800,9.600529
20200210T0900,8.810529
20200210T1000,8.510529
20200210T1100,8.460529
20200210T1200,8.280529
20200210T1300,8.380529
20200210T1400,8.490529
20200210T1500,8.820529
20200210T1600,8.770529
20200210T1700,9.570529
20200210T1800,9.390529
20200210T1900,8.160529
20200210T2000,9.830529
20200210T2100,9.430529
20200210T2200,9.0505295
20200210T2300,8.590529
20200211T0000,7.9905286
20200211T0100,7.7005286
20200211T0200,6.9105287
20200211T0300,6.6605287
20200211T0400,6.0605288
20200211T0500,5.2105284
20200211T0600,4.6405287
20200211T0700,4.0905285
20200211T0800,4.0305285
20200211T0900,3.8605285
20200211T1000,4.3505287
20200211T1100,5.040529
20200211T1200,6.0905285
20200211T1300,6.3905287
20200211T1400,7.0205283
20200211T1500,7.8605285
20200211T1600,7.3305287
20200211T1700,7.1805286
20200211T1800,6.540529
20200211T1900,5.5605288
20200211T2000,5.0205283
20200211T2100,4.7505283
20200211T2200,4.8305287
20200211T2300,4.6605287
20200212T0000,4.3505287
20200212T0100,4.290529
20200212T0200,4.1905284
20200212T0300,3.7705286
20200212T0400,3.3905284
20200212T0500,2.9605286
20200212T0600,2.6305285
20200212T0700,2.3305285
20200212T0800,2.4505286
20200212T0900,2.6205285
20200212T1000,3.5205286
20200212T1100,4.4105287
20200212T1200,4.4005284
20200212T1300,4.5905285
20200212T1400,6.6405287
20200212T1500,7.3605285
20200212T1600,7.3605285
20200212T1700,6.9905286
20200212T1800,6.7505283
20200212T1900,5.9405284
20200212T2000,5.8905287
20200212T2100,5.7005286
20200212T2200,5.4505286
20200212T2300,4.9405284
20200213T0000,4.020529
20200213T0100,3.4505286
20200213T0200,2.8805285
20200213T0300,1.7205287
20200213T0400,1.5105287
20200213T0500,2.3805285
20200213T0600,3.2005286
20200213T0700,3.0805285
20200213T0800,3.7805285
20200213T0900,3.9905286
20200213T1000,5.5905285
20200213T1100,6.7505283
20200213T1200,9.170529
20200213T1300,10.240529
20200213T1400,10.3005295
20200213T1500,9.650529
20200213T1600,10.810529
20200213T1700,11.100529
20200213T1800,10.100529
20200213T1900,9.890529
20200213T2000,9.250529
20200213T2100,8.510529
20200213T2200,7.7405286
20200213T2300,7.4905286
20200214T0000,7.1605287
20200214T0100,7.3405285
20200214T0200,6.5905285
20200214T0300,5.9505286
20200214T0400,5.8305287
20200214T0500,5.6005287
20200214T0600,5.4705286
20200214T0700,5.4505286
20200214T0800,5.1305285
20200214T0900,5.1105285
20200214T1000,5.9505286
20200214T1100,6.9905286
20200214T1200,7.7505283
20200214T1300,8.740529
20200214T1400,9.420529
20200214T1500,9.460529
20200214T1600,9.410529
20200214T1700,9.320529
20200214T1800,9.230529
20200214T1900,8.530529
20200214T2000,7.5505285
20200214T2100,7.0805287
20200214T2200,6.540529
20200214T2300,5.7205286
20200215T0000,5.3105288
20200215T0100,4.8505287
20200215T0200,4.4105287
20200215T0300,4.2305284
20200215T0400,4.3405285
20200215T0500,4.2305284
20200215T0600,3.8105285
20200215T0700,3.7405286
20200215T0800,3.6505284
20200215T0900,3.4905286
20200215T1000,3.9305286
20200215T1100,5.9905286
20200215T1200,7.9105287
20200215T1300,9.430529
20200215T1400,10.850529
