id,name,original_name,director,mother_company,length_minutes,year,country,picture_format,age_limit,number_of_disks,weight,rating,num_of_rates,price,picture
21450,'just name','just orig name','just dir name','just mc name','110','2009','Россия','PAL | 1920 X 1080 HD 16:9','16+',1,0.0,'4.8',4,212.0,'./img/21450jpg'
47131,'just name','just orig name','just dir name','just mc name','344','1998','США','PAL | 1080p High Definition 16:9 (2.35:1)','',3,0.0,'5.0',2,513.0,'./img/47131jpg'
47256,'just name','just orig name','just dir name','just mc name','134','2013','Россия','PAL | 16:9','',2,0.0,'4.9',9,986.0,'./img/47256jpg'
35777,'just name','just orig name','just dir name','just mc name','101','1986','США| Великобритания','PAL | 1080p High Definition 16:9','',1,0.0,'4.5',2,475.0,'./img/35777jpg'
46849,'just name','just orig name','just dir name','just mc name','370','1997','США','PAL | 1080p HD 16:9 2.35:1','',3,0.0,'4.5',4,513.0,'./img/46849jpg'
46854,'just name','just orig name','just dir name','just mc name','440','1996','США','PAL | 1080p HD 16:9 2.35:1','',3,0.0,'5.0',3,513.0,'./img/46854jpg'
34116,'just name','just orig name','just dir name','just mc name','133','1994','США','PAL | 1080p High Definition 16:9','',1,0.0,'4.7',3,463.0,'./img/34116jpg'
35783,'just name','just orig name','just dir name','just mc name','124','1985','США','PAL | 1080p High Definition 16:9','12+',1,0.0,'5.0',3,260.0,'./img/35783jpg'
47849,'just name','just orig name','just dir name','just mc name','200','2012','Россия','PAL | 1080p Full High Definition','12+',1,0.0,'4.8',6,373.0,'./img/47849jpg'
102416,'just name','just orig name','just dir name','just mc name','104','2017','США| Дания','PAL | 1080p Full High Definition 16:9 (2.40:1)','6+',1,0.0,'5.0',1,399.0,'./img/102416jpg'
39799,'just name','just orig name','just dir name','just mc name','66','2001','Австралия| США','PAL | 1080p Full High Definition 16:9 (1.78:1)| Animorphic WideScre','0+',2,0.0,'4.7',3,656.0,'./img/39799jpg'
37361,'just name','just orig name','just dir name','just mc name','96','2010','США| Австралия','PAL | 1080p High Definition 16:9 (2.40:1)','',1,0.0,'4.5',2,1290.0,'./img/37361jpg'
33992,'just name','just orig name','just dir name','just mc name','97','2010','США','PAL | (2.40:1) 1920 X 1080','',2,0.0,'0.0',0,715.0,'./img/33992jpg'
49648,'just name','just orig name','just dir name','just mc name','100','2014','Австралия','PAL | 1080p Full High Definition 16:9 (2.40:1)','6+',2,0.0,'4.7',3,312.0,'./img/49648jpg'
20865,'just name','just orig name','just dir name','just mc name','93','2009','США','PAL | 1080p High Definition','0+',1,0.0,'4.3',3,276.0,'./img/20865jpg'
39800,'just name','just orig name','just dir name','just mc name','73','2001','Австралия| США','PAL | 1080p Full High Definition 16:9 (2.35:1)| Animorphic WideScre','0+',1,0.0,'4.0',1,494.0,'./img/39800jpg'
184650,'just name','just orig name','just dir name','just mc name','446','2016','США','PAL | 1080p High Definition 16:9 (2.40:1)','6+',5,345.0,'3.9',9,1849.0,'./img/184650jpg'
44660,'just name','just orig name','just dir name','just mc name','358','2002','США','PAL | 1080i High Defenition 16:9','6+',5,0.0,'4.3',3,599.0,'./img/44660jpg'
43496,'just name','just orig name','just dir name','just mc name','103','2012','США','PAL | Anamorphic WideScreen 16:9 (1.78:1)','',1,0.0,'4.7',3,419.0,'./img/43496jpg'
47593,'just name','just orig name','just dir name','just mc name','153','2002','США','PAL | 1080p Full High Definition','0+',2,0.0,'4.7',3,689.0,'./img/47593jpg'
30675,'just name','just orig name','just dir name','just mc name','86','1997','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','16+',1,70.0,'4.4',47,499.0,'./img/30675jpg'
112058,'just name','just orig name','just dir name','just mc name','119','2017','США| Великобритания| Канада','PAL | 1080p Full High Definition 16:9 (1.85:1)','16+',1,0.0,'4.2',9,399.0,'./img/112058jpg'
30914,'just name','just orig name','just dir name','just mc name','128','1994','США| Франция','PAL | WideScreen 16:9','',1,0.0,'4.7',7,369.0,'./img/30914jpg'
13611,'just name','just orig name','just dir name','just mc name','85','2007','США','PAL | 1080p High Definnition 16:9 (1.85:1)','0+',1,85.0,'4.7',6,799.0,'./img/13611jpg'
78393,'just name','just orig name','just dir name','just mc name','181','2012','США','PAL | 1080p Full High Definition 16:9 (1.85:1)| 1080p Full High Definition','6+',2,0.0,'0.0',0,399.0,'./img/78393jpg'
42416,'just name','just orig name','just dir name','just mc name','69','2006','США','PAL | 1080p Full High Definition','0+',1,0.0,'5.0',1,390.0,'./img/42416jpg'
53680,'just name','just orig name','just dir name','just mc name','133','2003','США| Канада','PAL | 1080p Full High Definition','16+',1,0.0,'5.0',5,312.0,'./img/53680jpg'
47487,'just name','just orig name','just dir name','just mc name','138','1997','США','PAL | 1080p High Definnition 16:9 1.85:1','',1,0.0,'0.0',0,475.0,'./img/47487jpg'
24717,'just name','just orig name','just dir name','just mc name','93','2009','Великобритания','PAL | WideScreen 16:9','',1,0.0,'4.4',5,288.0,'./img/24717jpg'
49007,'just name','just orig name','just dir name','just mc name','97','2013','Канада| Франция','PAL | WideScreen 16:9','',1,0.0,'4.0',3,143.0,'./img/49007jpg'
25129,'just name','just orig name','just dir name','just mc name','93','1988','США','PAL | 1080p High Definition 16:9','',1,0.0,'4.0',3,288.0,'./img/25129jpg'
81711,'just name','just orig name','just dir name','just mc name','170','1983','США','PAL | Animorphic WideScreen 16:9 (2.35:1)','18+',1,0.0,'4.0',4,312.0,'./img/81711jpg'
42415,'just name','just orig name','just dir name','just mc name','83','1981','США','PAL | 1080p High Definition 16:9','',1,0.0,'5.0',2,489.0,'./img/42415jpg'
161116,'just name','just orig name','just dir name','just mc name','109','1986','США','PAL | 1080p Full Frame 16:9 (2.40:1)','16+',1,135.0,'4.5',78,1672.0,'./img/161116jpg'
44609,'just name','just orig name','just dir name','just mc name','382','2010','США','PAL | 1080p High Definition 16:9 (2.40:1)','',3,0.0,'4.8',4,2315.0,'./img/44609jpg'
21283,'just name','just orig name','just dir name','just mc name','104','2009','США','PAL | WideScreen (1.78:1)','16+',1,0.0,'4.3',6,303.0,'./img/21283jpg'
36808,'just name','just orig name','just dir name','just mc name','105','2010','Испания| Бразилия','PAL | 1080p High Definition 16:9','',1,0.0,'4.0',2,160.0,'./img/36808jpg'
47193,'just name','just orig name','just dir name','just mc name','103','2012','Канада','PAL | 1080p Full High Definition','',1,0.0,'2.5',2,288.0,'./img/47193jpg'
41133,'just name','just orig name','just dir name','just mc name','93','1988','США','PAL | 1080p High Definition 16:9 (1.78:1)','',1,0.0,'4.5',2,330.0,'./img/41133jpg'
43896,'just name','just orig name','just dir name','just mc name','84','2011','США','PAL | 1080p High Definition 16:9','',1,0.0,'1.0',2,453.0,'./img/43896jpg'
44579,'just name','just orig name','just dir name','just mc name','84','2011','США','PAL | 1080p High Definition 16:9','16+',1,0.0,'3.0',6,131.0,'./img/44579jpg'
47187,'just name','just orig name','just dir name','just mc name','100','2012','Канада','PAL | 16:9','',2,0.0,'3.5',2,285.0,'./img/47187jpg'
38193,'just name','just orig name','just dir name','just mc name','87','2010','Франция| Бельгия','PAL | 16:9','',1,0.0,'3.8',4,143.0,'./img/38193jpg'
38820,'just name','just orig name','just dir name','just mc name','93','2010','США| Австралия| Великобритания','PAL | 1080p Full High Definition','16+',1,65.0,'4.3',46,499.0,'./img/38820jpg'
37437,'just name','just orig name','just dir name','just mc name','87','2010','Франция| Бельгия','PAL','',2,0.0,'4.4',5,203.0,'./img/37437jpg'
38858,'just name','just orig name','just dir name','just mc name','87','2011','США| Германия','PAL | WideScreen 16:9 (1.78:1)','',2,0.0,'5.0',3,376.0,'./img/38858jpg'
37933,'just name','just orig name','just dir name','just mc name','87','2011','США| Германия','PAL | 1080p High Definition 16:9','',1,0.0,'4.7',3,143.0,'./img/37933jpg'
50972,'just name','just orig name','just dir name','just mc name','117','2014','США','PAL | 1080p High Definition 16:9 (2.40:1)','12+',1,0.0,'3.8',4,312.0,'./img/50972jpg'
13612,'just name','just orig name','just dir name','just mc name','98','1997','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'5.0',3,463.0,'./img/13612jpg'
47418,'just name','just orig name','just dir name','just mc name','114','2012','США','PAL | 1080p Full High Definition| 16:9 (2.35:1)','12+',1,0.0,'0.0',0,799.0,'./img/47418jpg'
17750,'just name','just orig name','just dir name','just mc name','328','2000','США| Великобритания','PAL | (2.40:1) 1920 X 1080','',6,0.0,'4.8',5,899.0,'./img/17750jpg'
80431,'just name','just orig name','just dir name','just mc name','144','2016','США','PAL | 1080p High Definition 16:9 (2.40:1)','16+',1,70.0,'4.5',53,999.0,'./img/80431jpg'
54639,'just name','just orig name','just dir name','just mc name','835','2002','США| Великобритания','PAL | 1080p High Definition','16+',7,0.0,'4.8',6,1699.0,'./img/54639jpg'
37074,'just name','just orig name','just dir name','just mc name','123','2011','Италия','PAL | 1080p High Definition 16:9','',1,0.0,'4.0',2,188.0,'./img/37074jpg'
147314,'just name','just orig name','just dir name','just mc name','114','2019','США','PAL | 1080p High Definition 16:9 (2.00:1)','12+',1,70.0,'4.5',59,812.0,'./img/147314jpg'
59001,'just name','just orig name','just dir name','just mc name','98','2014','США','PAL | 1080p Full High Definition','12+',1,0.0,'0.0',0,624.0,'./img/59001jpg'
16087,'just name','just orig name','just dir name','just mc name','82','2005','США','PAL | Anamorphic WideScreen 16:9 (1.78:1)','0+',1,60.0,'4.5',50,402.0,'./img/16087jpg'
23658,'just name','just orig name','just dir name','just mc name','111','2009','США','PAL | 1080p Full High Definition 16:9 (1.78:1)','',1,0.0,'0.0',0,236.0,'./img/23658jpg'
200583,'just name','just orig name','just dir name','just mc name','89','2009','США','PAL','0+',1,75.0,'4.5',66,205.0,'./img/200583jpg'
28180,'just name','just orig name','just dir name','just mc name','113','2008','Норвегия| Дания| Германия','PAL | 1080p High Definition 16:9','',1,0.0,'0.0',0,143.0,'./img/28180jpg'
18530,'just name','just orig name','just dir name','just mc name','100','2008','США','PAL | 1080i High Defenition 16:9','',1,0.0,'5.0',2,260.0,'./img/18530jpg'
40669,'just name','just orig name','just dir name','just mc name','186','1997','США','PAL | (2.35:1) 1920 X 1080','',2,0.0,'5.0',3,857.0,'./img/40669jpg'
37288,'just name','just orig name','just dir name','just mc name','117','2010','Германия| Хорватия','PAL | WideScreen 16:9','',2,0.0,'3.8',4,99.0,'./img/37288jpg'
40663,'just name','just orig name','just dir name','just mc name','98','1997','США','PAL | 1080p High Definition 16:9 (2.40)','',1,0.0,'5.0',3,678.0,'./img/40663jpg'
38323,'just name','just orig name','just dir name','just mc name','130','2011','США','PAL | 1080p High Definition','',2,0.0,'4.6',8,399.0,'./img/38323jpg'
44484,'just name','just orig name','just dir name','just mc name','264','2008','США','PAL | Animorphic WideScreen 16:9 (1.78:1)','0+',3,100.0,'4.5',73,1109.0,'./img/44484jpg'
37312,'just name','just orig name','just dir name','just mc name','117','2010','Германия| Хорватия','PAL | 1080p Full High Definition 16:9','',1,0.0,'5.0',1,143.0,'./img/37312jpg'
80038,'just name','just orig name','just dir name','just mc name','106','2015','Франция| Канада','PAL | Anamorphic WideScreen 16:9 (1.78:1)','6+',1,0.0,'0.0',0,299.0,'./img/80038jpg'
34481,'just name','just orig name','just dir name','just mc name','77','2004','СССР','PAL | 1080p High Definition 16:9','',1,0.0,'5.0',3,575.0,'./img/34481jpg'
18531,'just name','just orig name','just dir name','just mc name','100','1996','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'5.0',2,1121.0,'./img/18531jpg'
33766,'just name','just orig name','just dir name','just mc name','107','2010','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'4.7',3,1171.0,'./img/33766jpg'
49198,'just name','just orig name','just dir name','just mc name','302','2009','США','PAL | 1080i High Definition 16:9','',3,0.0,'5.0',3,1548.0,'./img/49198jpg'
22202,'just name','just orig name','just dir name','just mc name','97','2009','США','PAL | 1080i High Definition 16:9','',1,0.0,'5.0',1,965.0,'./img/22202jpg'
52143,'just name','just orig name','just dir name','just mc name','97','2014','США','PAL | 1080p Full High Definition (2.35:1)','12+',1,70.0,'4.5',21,599.0,'./img/52143jpg'
50425,'just name','just orig name','just dir name','just mc name','108','2001','США| Италия','PAL | 1080p Full High Definition','',1,0.0,'5.0',5,369.0,'./img/50425jpg'
39182,'just name','just orig name','just dir name','just mc name','102','2011','США','PAL | 1080p High Definition 16:9','',1,0.0,'4.5',2,288.0,'./img/39182jpg'
103193,'just name','just orig name','just dir name','just mc name','137','2016','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','18+',1,0.0,'3.0',1,312.0,'./img/103193jpg'
46119,'just name','just orig name','just dir name','just mc name','100','2013','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','',1,0.0,'4.3',4,899.0,'./img/46119jpg'
49143,'just name','just orig name','just dir name','just mc name','107','2013','США| Франция','PAL | 1080p Full High Definition 16:9','16+',1,0.0,'5.0',2,475.0,'./img/49143jpg'
40955,'just name','just orig name','just dir name','just mc name','103','2012','Россия','PAL | 1080p Full High Definition 16:9','12+',1,0.0,'4.7',3,499.0,'./img/40955jpg'
47986,'just name','just orig name','just dir name','just mc name','90','2012','Франция| США','PAL | 1080p Full High Definition 16.9','18+',1,0.0,'4.0',3,133.0,'./img/47986jpg'
37640,'just name','just orig name','just dir name','just mc name','88','1999','США','PAL | 1080p High Definnition 16:9 1.85:1','',1,0.0,'0.0',0,199.0,'./img/37640jpg'
46811,'just name','just orig name','just dir name','just mc name','75','2012','Дания','PAL | 1080p 16:9 2.35:1| 1920 X 1080p','',1,0.0,'0.0',0,129.0,'./img/46811jpg'
37643,'just name','just orig name','just dir name','just mc name','94','1984','США','PAL | 1080p Full High Definition','',1,0.0,'0.0',0,199.0,'./img/37643jpg'
14660,'just name','just orig name','just dir name','just mc name','130','1999','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'4.6',8,288.0,'./img/14660jpg'
485,'just name','just orig name','just dir name','just mc name','132','2003','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'4.8',6,970.0,'./img/485jpg'
46382,'just name','just orig name','just dir name','just mc name','137','2012','США','PAL | 1080p Full High Definition','16+',1,70.0,'4.5',69,890.0,'./img/46382jpg'
27750,'just name','just orig name','just dir name','just mc name','62','2010','США','PAL | 1080p High Definition 16:9','',1,0.0,'2.4',5,1307.0,'./img/27750jpg'
4686,'just name','just orig name','just dir name','just mc name','130','2003','США','PAL | WideScreen 16:9 (1.78:1)','',1,0.0,'5.0',4,329.0,'./img/4686jpg'
27316,'just name','just orig name','just dir name','just mc name','101','2010','США','PAL | 1080p High Definition 16:9','',1,0.0,'4.8',6,592.0,'./img/27316jpg'
135861,'just name','just orig name','just dir name','just mc name','113','2018','Китай| США','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',1,0.0,'3.9',7,299.0,'./img/135861jpg'
35414,'just name','just orig name','just dir name','just mc name','100','2011','Россия','PAL | 1080p High Definition 16:9','',1,0.0,'5.0',3,231.0,'./img/35414jpg'
55179,'just name','just orig name','just dir name','just mc name','111','2014','США','PAL | 1080p Full High Definition','16+',1,0.0,'0.0',0,288.0,'./img/55179jpg'
24936,'just name','just orig name','just dir name','just mc name','58','2010','Россия','PAL | 1080p High Definition 16:9','',1,0.0,'1.0',2,595.0,'./img/24936jpg'
46826,'just name','just orig name','just dir name','just mc name','546','2007','Чили| США| Великобритания| Германия| Россия','PAL | 1080p 16:9 2.35:1','',4,0.0,'0.0',0,149.0,'./img/46826jpg'
42441,'just name','just orig name','just dir name','just mc name','63','2012','Россия','PAL | 1080p High Definition 16:9','0+',1,0.0,'3.3',4,215.0,'./img/42441jpg'
44144,'just name','just orig name','just dir name','just mc name','405','1999','США','PAL | 1080p High Definition 16:9 (2.4:1)','16+',3,215.0,'4.0',84,2799.0,'./img/44144jpg'
45256,'just name','just orig name','just dir name','just mc name','390','2006','Китай| Великобритания| США','PAL | 1080p Full High Definition','',4,0.0,'0.0',0,121.0,'./img/45256jpg'
42798,'just name','just orig name','just dir name','just mc name','105','2012','США','PAL | Anamorphic WideScreen 2.40:1','16+',1,0.0,'4.3',3,1162.0,'./img/42798jpg'
46977,'just name','just orig name','just dir name','just mc name','620','2009','Австралия| Великобритания| США','PAL | 1080p Full High Definition','',4,0.0,'0.0',0,121.0,'./img/46977jpg'
47107,'just name','just orig name','just dir name','just mc name','405','1999','США| Австралия','PAL | 1080p Full High Definition 16:9','',3,0.0,'5.0',1,1899.0,'./img/47107jpg'
46814,'just name','just orig name','just dir name','just mc name','386','1978','США| Великобритания| Италия','PAL | 1080p 16:9 2.35:1','',4,0.0,'2.5',2,121.0,'./img/46814jpg'
45258,'just name','just orig name','just dir name','just mc name','1285','2009','Великобритания| США| Россия','PAL | 1080p Full High Definition','',4,0.0,'0.0',0,299.0,'./img/45258jpg'
46815,'just name','just orig name','just dir name','just mc name','572','2009','Великобритания| США','PAL | 1080p Full High Definition 16:9 (1.78:1)','',4,0.0,'0.0',0,121.0,'./img/46815jpg'
46879,'just name','just orig name','just dir name','just mc name','797','1981','США| Бельгия','PAL | 1080p Full High Definition','',4,0.0,'0.0',0,306.0,'./img/46879jpg'
49145,'just name','just orig name','just dir name','just mc name','215','2009','Россия','PAL | 1080p Full High Definition 16:9| 1080p Full High Definition 16:9 (1.78:1)','16+',2,0.0,'0.0',0,229.0,'./img/49145jpg'
46816,'just name','just orig name','just dir name','just mc name','407','2005','Великобритания| Россия','PAL | 1080p Full High Definition 16:9 (1.78:1)','16+',4,0.0,'4.6',5,469.0,'./img/46816jpg'
45259,'just name','just orig name','just dir name','just mc name','968','1981','Россия| США| Бельгия| Франция','PAL | 1080p Full High Definition','',4,0.0,'0.0',0,299.0,'./img/45259jpg'
46146,'just name','just orig name','just dir name','just mc name','362','1979','СССР','PAL | 1920x1080p','',1,0.0,'3.2',11,121.0,'./img/46146jpg'
24318,'just name','just orig name','just dir name','just mc name','145','2005','Япония| США','PAL | 1080p High Definition 16:9','',1,0.0,'0.0',0,538.0,'./img/24318jpg'
47133,'just name','just orig name','just dir name','just mc name','140','2012','США','PAL | 1080p Full High Definition','',1,0.0,'4.0',2,475.0,'./img/47133jpg'
27846,'just name','just orig name','just dir name','just mc name','92','2007','США','PAL | 1080p High Definition 16:9 (2.40:1)','18+',1,80.0,'4.5',51,549.0,'./img/27846jpg'
46978,'just name','just orig name','just dir name','just mc name','656','2001','Италия| Германия| Россия| Дания| Швеция','PAL | 1080p Full High Definition 2.35:1| 1920 X 1080p','',4,0.0,'0.0',0,362.0,'./img/46978jpg'
49413,'just name','just orig name','just dir name','just mc name','357','2011','Германия| Франция| Великобритания| США','PAL | 1080p Full High Definition','18+',4,0.0,'4.0',1,190.0,'./img/49413jpg'
36386,'just name','just orig name','just dir name','just mc name','110','2003','Великобритания| Франция| Италия','PAL | 1080p High Definition 16:9','18+',1,0.0,'4.7',3,599.0,'./img/36386jpg'
34187,'just name','just orig name','just dir name','just mc name','80','2010','США| Новая Зеландия','PAL | 1080p High Definition 16:9','',1,0.0,'5.0',1,209.0,'./img/34187jpg'
35676,'just name','just orig name','just dir name','just mc name','113','2010','Дания| Швеция','PAL | 1080p Full High Definition','18+',1,0.0,'4.5',2,299.0,'./img/35676jpg'
41437,'just name','just orig name','just dir name','just mc name','92','2005','Великобритания| Германия| Люксембург| Франция| Испания','PAL | 1080p Full High Definition 16:9 (1.78:1)','18+',1,0.0,'3.3',3,999.0,'./img/41437jpg'
13640,'just name','just orig name','just dir name','just mc name','88','2005','Великобритания| Германия| Люксембург| Франция| Испания','PAL | (2.40:1) 1920 X 1080','18+',1,85.0,'4.3',57,799.0,'./img/13640jpg'
137278,'just name','just orig name','just dir name','just mc name','594','1993','США','PAL | 1080p| 625p','18+',10,390.0,'5.0',3,2490.0,'./img/137278jpg'
21100,'just name','just orig name','just dir name','just mc name','126','2006','США','PAL | 1080p Full High Definition 16:9 (2.25:1)','16+',1,65.0,'4.5',66,899.0,'./img/21100jpg'
21211,'just name','just orig name','just dir name','just mc name','88','2009','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','12+',1,0.0,'5.0',2,384.0,'./img/21211jpg'
25815,'just name','just orig name','just dir name','just mc name','110','2000','США','PAL | 1080p High Definition 16:9','0+',1,0.0,'4.0',2,525.0,'./img/25815jpg'
137116,'just name','just orig name','just dir name','just mc name','125','2006','США| Германия| Китай','PAL | 1080p','16+',2,140.0,'4.5',37,759.0,'./img/137116jpg'
33845,'just name','just orig name','just dir name','just mc name','93','2010','США','PAL | (1.78:1) 1920 X 1080','',1,0.0,'4.7',6,99.0,'./img/33845jpg'
846,'just name','just orig name','just dir name','just mc name','79','1963','США','PAL | 1080p High Definition','0+',1,70.0,'4.3',3,999.0,'./img/846jpg'
40466,'just name','just orig name','just dir name','just mc name','102','2012','Франция| Великобритания| Италия','PAL | 1080p Full High Definition','16+',1,0.0,'5.0',1,209.0,'./img/40466jpg'
89306,'just name','just orig name','just dir name','just mc name','389','2006','США','PAL | 1080p Full High Definition 16:9 (2.25:1)| 1080p Full High Definition 16:9 (2.40:1)| 1080p Full High Definition 16:9 (2.39:1)','16+',3,90.0,'4.4',61,1036.0,'./img/89306jpg'
98754,'just name','just orig name','just dir name','just mc name','131','2015','США| Китай','PAL | 1080p High Definition 16:9 (2.39:1)','16+',1,0.0,'4.8',4,365.0,'./img/98754jpg'
62612,'just name','just orig name','just dir name','just mc name','131','2015','США| Китай','PAL | 1080p High Definition 16:9 (2.39:1)','16+',2,0.0,'4.6',7,549.0,'./img/62612jpg'
94410,'just name','just orig name','just dir name','just mc name','107','2016','США','PAL | 1080p High Definition 16:9 2.35:1','6+',1,0.0,'5.0',2,449.0,'./img/94410jpg'
137120,'just name','just orig name','just dir name','just mc name','147','2018','США| Китай| Франция| Норвегия','PAL | 1080p High Definition 16:9 (2.39:1)','16+',2,160.0,'4.5',68,949.0,'./img/137120jpg'
26914,'just name','just orig name','just dir name','just mc name','109','2009','США','PAL | 1080p High Definition 16:9 (1.85:1)','16+',1,0.0,'3.0',2,195.0,'./img/26914jpg'
24733,'just name','just orig name','just dir name','just mc name','95','2009','США| Испания','PAL | Full HD 1920x1080','16+',1,0.0,'4.0',1,165.0,'./img/24733jpg'
80316,'just name','just orig name','just dir name','just mc name','133','2011','США','PAL | 1080p Full High Definition 16:9','16+',2,85.0,'4.5',73,799.0,'./img/80316jpg'
148225,'just name','just orig name','just dir name','just mc name','147','2018','США| Китай| Франция| Норвегия','PAL | 1080p High Definition 16:9 (2.39:1)','16+',2,80.0,'4.6',46,599.0,'./img/148225jpg'
41171,'just name','just orig name','just dir name','just mc name','133','2011','США','PAL | 1080p Full High Definition 16:9','16+',1,0.0,'4.7',9,267.0,'./img/41171jpg'
45586,'just name','just orig name','just dir name','just mc name','133','2007','Россия| Монголия','PAL | (2.40:1) 1920 X 1080','',1,0.0,'4.7',3,131.0,'./img/45586jpg'
33587,'just name','just orig name','just dir name','just mc name','123','2005','США','PAL | 1080p High Definition 16:9','18+',1,0.0,'1.0',1,799.0,'./img/33587jpg'
135859,'just name','just orig name','just dir name','just mc name','97','2018','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','6+',1,70.0,'4.4',106,599.0,'./img/135859jpg'
39458,'just name','just orig name','just dir name','just mc name','90','1997','США','PAL | 1080p High Definition 16:9 (1.85:1)','12+',1,70.0,'4.4',62,999.0,'./img/39458jpg'
29079,'just name','just orig name','just dir name','just mc name','42','2010','Великобритания| Франция','PAL | 1920 X 1080 HD широкоэкранный формат','',1,0.0,'5.0',4,217.0,'./img/29079jpg'
39459,'just name','just orig name','just dir name','just mc name','89','2007','Великобритания','PAL | 1080p Full High Definition 1.85:1','12+',1,70.0,'4.6',52,799.0,'./img/39459jpg'
39898,'just name','just orig name','just dir name','just mc name','154','2010','Россия','PAL | 1080p Full High Definition','18+',1,0.0,'2.8',4,137.0,'./img/39898jpg'
39886,'just name','just orig name','just dir name','just mc name','86','2011','Малайзия','PAL | 1080p Full High Definition 16:9','',1,0.0,'4.0',2,224.0,'./img/39886jpg'
38718,'just name','just orig name','just dir name','just mc name','86','2011','Малайзия','PAL | 1080p Full High Definition','',1,0.0,'4.0',2,450.0,'./img/38718jpg'
44667,'just name','just orig name','just dir name','just mc name','91','2012','США','PAL | 1080p High Definition 16:9','6+',1,0.0,'4.8',4,1006.0,'./img/44667jpg'
28840,'just name','just orig name','just dir name','just mc name','113','2010','Россия','PAL | 1080p High Definition 16:9','',1,0.0,'4.0',3,488.0,'./img/28840jpg'
62628,'just name','just orig name','just dir name','just mc name','284','2012','США','PAL | 1080p High Definition 16:9 (1.85:1)| 1080p High Definition 16:9 (2.39:1)','12+',2,0.0,'5.0',3,999.0,'./img/62628jpg'
59238,'just name','just orig name','just dir name','just mc name','135','2015','США','PAL | 1080р High Definition 16:9','12+',1,65.0,'4.4',49,749.0,'./img/59238jpg'
35350,'just name','just orig name','just dir name','just mc name','79','1993','США','PAL | 1080p High Definition 16:9','',1,0.0,'4.6',5,463.0,'./img/35350jpg'
120486,'just name','just orig name','just dir name','just mc name','149','2018','США','PAL | 1080p High Definition 16:9 (2.39:1)','16+',1,0.0,'4.3',16,1499.0,'./img/120486jpg'
46876,'just name','just orig name','just dir name','just mc name','105','2012','США','PAL | 16:9 2.35:1| 1920 X 1080p','',1,0.0,'4.0',4,585.0,'./img/46876jpg'
33482,'just name','just orig name','just dir name','just mc name','109','2009','США| Китай','PAL | 1080p Full High Definition 16:9','16+',1,0.0,'0.0',0,260.0,'./img/33482jpg'
46806,'just name','just orig name','just dir name','just mc name','97','2013','США','PAL | 1080p Full High Definition 16:9','18+',1,70.0,'4.8',6,1290.0,'./img/46806jpg'
46335,'just name','just orig name','just dir name','just mc name','167','1998','США','PAL | 1080p Full High Definition 16:9 (1.78:1)','0+',1,0.0,'5.0',2,871.0,'./img/46335jpg'
35875,'just name','just orig name','just dir name','just mc name','161','1957','Великобритания','PAL | 2.55','',1,0.0,'4.0',1,475.0,'./img/35875jpg'
25568,'just name','just orig name','just dir name','just mc name','174','2008','Германия| Канада','PAL | 1080p High Definition 16:9','',1,0.0,'4.0',1,219.0,'./img/25568jpg'
42461,'just name','just orig name','just dir name','just mc name','113','2012','США','PAL | 1080p High Definition 16:9','',1,0.0,'4.8',10,944.0,'./img/42461jpg'
49520,'just name','just orig name','just dir name','just mc name','335','2010','Япония| Южная Корея| США| ЮАР| Великобритания| Индия| Китай','PAL | 1080p Full High Definition','',4,0.0,'4.0',3,190.0,'./img/49520jpg'
143945,'just name','just orig name','just dir name','just mc name','130','2018','США','PAL | 1080p High Definition 16:9 (2.39:1)','6+',1,0.0,'4.5',4,699.0,'./img/143945jpg'
23907,'just name','just orig name','just dir name','just mc name','98','2010','Россия','PAL | 1080p Full High Definition 16:9 (1.78:1)','',1,0.0,'4.0',2,1264.0,'./img/23907jpg'
42376,'just name','just orig name','just dir name','just mc name','102','2012','США','PAL | 1080p High Definition 16:9','',1,0.0,'4.3',4,399.0,'./img/42376jpg'
18532,'just name','just orig name','just dir name','just mc name','118','2008','США| Германия','PAL | 1080i High Defenition 16:9 (2.40:1)','',1,0.0,'4.9',8,195.0,'./img/18532jpg'
42760,'just name','just orig name','just dir name','just mc name','743','1950','США','PAL | 1080p Full High Definition','',1,0.0,'4.0',3,1893.0,'./img/42760jpg'
14454,'just name','just orig name','just dir name','just mc name','111','2008','Германия| Канада| США','PAL | 1080p Full High Definition 16:9 (2.40:1)','',1,0.0,'4.4',8,299.0,'./img/14454jpg'
92749,'just name','just orig name','just dir name','just mc name','116','1985','США','PAL | 1080p Full High Definition 1.85:1','6+',1,0.0,'5.0',3,349.0,'./img/92749jpg'
13614,'just name','just orig name','just dir name','just mc name','127','1993','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'0.0',0,530.0,'./img/13614jpg'
